subjectId,chapter,level,playTime,deaths,badgesEarned,anglesUnlocked,playCount
3101,1,2,error,0,0,0,2
3101,1,5,error,2,0,6,4
3101,1,4,error,0,0,2,2
3101,1,7,error,0,0,6,2
3101,1,6,error,3,0,8,5
3101,1,9,error,2,0,6,3
3101,1,8,error,3,1,18,6
3101,2,1,error,0,0,3,3
3101,2,3,error,0,0,9,3
3101,2,2,error,3,0,9,7
3101,2,5,error,3,0,16,5
3101,2,4,error,8,0,14,10
3101,2,6,error,5,0,20,6
3102,1,1,error,0,0,0,2
3102,1,3,error,1,0,0,3
3102,1,2,error,0,0,0,2
3102,1,5,error,2,0,7,4
3102,1,4,error,0,0,2,2
3102,1,7,error,3,0,14,5
3102,1,6,error,0,0,5,2
3102,1,9,error,0,0,3,1
3102,1,8,error,3,0,7,4
3102,2,1,error,0,0,3,3
3102,2,3,error,0,0,9,3
3102,2,2,error,7,0,22,15
3102,2,5,error,8,0,14,9
3102,2,4,error,0,0,9,3
3102,2,6,error,0,0,2,1
3103,1,1,error,0,0,0,3
3103,1,3,error,0,0,0,3
3103,1,2,error,0,0,0,4
3103,1,5,error,3,0,8,6
3103,1,4,error,0,0,3,3
3103,1,7,error,0,0,6,2
3103,1,6,error,8,0,12,10
3103,1,9,error,0,0,3,1
3103,1,8,error,3,0,9,4
3103,2,1,error,0,0,3,3
3103,2,3,error,0,0,6,2
3103,2,2,error,7,0,15,10
3103,2,4,error,10,0,31,11
3222,1,1,error,0,0,0,3
3222,1,3,error,0,0,0,3
3222,1,2,error,0,0,0,3
3222,1,5,error,4,0,10,7
3222,1,4,error,0,0,3,3
3222,1,7,error,6,0,15,7
3222,1,6,error,6,0,9,9
3222,1,9,error,0,0,3,1
3222,1,8,error,0,0,3,1
3222,3,1,error,0,0,1,1
3222,3,2,error,0,0,4,1
3222,2,1,error,0,0,1,1
3222,2,3,error,0,0,2,1
3222,2,2,error,3,0,8,5
3222,2,5,error,0,0,2,1
3222,2,4,error,1,0,9,2
3222,2,7,error,1,0,14,2
3222,2,6,error,3,0,12,4
3219,1,1,error,0,0,0,3
3219,1,3,error,2,0,0,5
3219,1,2,error,0,0,0,4
3219,1,5,error,5,0,8,7
3219,1,4,error,0,0,3,3
3219,1,7,error,0,0,4,1
3219,1,6,error,5,0,4,6
3219,1,9,error,0,0,4,1
3219,1,8,error,1,0,7,2
3219,3,1,error,0,0,1,1
3219,3,3,error,0,0,5,1
3219,3,2,error,2,0,7,4
3219,3,5,error,3,0,5,4
3219,3,4,error,1,0,2,2
3219,2,1,error,0,0,1,1
3219,2,3,error,0,0,4,1
3219,2,2,error,1,0,4,2
3219,2,5,error,0,0,7,1
3219,2,4,error,0,0,4,1
3219,2,7,error,0,0,7,1
3219,2,6,error,1,0,7,2
3221,1,1,error,0,0,0,4
3221,1,3,error,0,0,0,4
3221,1,2,error,0,0,0,4
3221,1,5,error,2,0,9,6
3221,1,4,error,0,0,4,4
3221,1,7,error,12,0,27,13
3221,1,6,error,3,0,12,7
3221,1,9,error,0,0,4,1
3221,1,8,error,1,0,4,2
3221,2,1,error,0,0,2,2
3221,2,2,error,8,0,6,8
3211,1,1,error,0,0,0,1
3211,1,3,error,0,0,0,1
3211,1,2,error,0,0,0,1
3211,1,5,error,0,0,2,1
3211,1,4,error,0,0,1,1
3211,1,7,error,0,0,3,1
3211,1,6,error,0,0,3,1
3211,1,9,error,1,0,7,2
3211,1,8,error,0,0,2,1
3211,3,1,error,0,0,1,1
3211,3,3,error,2,1,6,3
3211,3,2,error,1,0,8,3
3211,3,5,error,6,0,11,7
3211,3,4,error,0,0,4,1
3211,3,7,error,0,0,0,1
3211,3,6,error,6,0,20,7
3211,2,1,error,0,0,1,1
3211,2,3,error,0,0,3,1
3211,2,2,error,3,0,16,8
3211,2,5,error,0,0,3,1
3211,2,4,error,1,0,3,2
3211,2,7,error,0,0,4,1
3211,2,6,error,1,1,8,2
3207,1,1,error,0,0,0,3
3207,1,3,error,0,0,0,3
3207,1,2,error,0,0,0,3
3207,1,5,error,4,0,12,9
3207,1,4,error,0,0,3,3
3207,1,7,error,7,0,31,9
3207,1,6,error,1,0,10,4
3207,1,9,error,0,0,3,1
3207,1,8,error,0,0,4,1
3207,2,1,error,0,0,2,2
3207,2,3,error,0,0,3,1
3207,2,2,error,1,0,8,4
3207,2,5,error,1,0,16,3
3207,2,4,error,1,0,5,2
3207,2,6,error,0,0,0,1
3206,1,1,error,0,0,0,2
3206,1,3,error,0,0,0,2
3206,1,2,error,0,0,0,3
3206,1,5,error,7,0,4,8
3206,1,4,error,0,0,2,2
3206,1,7,error,1,0,5,2
3206,1,6,error,0,0,3,1
3206,1,9,error,0,0,4,1
3206,1,8,error,1,0,2,2
3206,2,1,error,0,0,3,3
3206,2,3,error,1,0,6,3
3206,2,2,error,1,0,6,4
3206,2,5,error,3,0,7,5
3206,2,4,error,5,0,13,7
3206,2,6,error,4,0,11,5
3205,1,1,error,0,0,0,1
3205,1,3,error,0,0,0,1
3205,1,2,error,0,0,0,1
3205,1,5,error,0,0,2,1
3205,1,4,error,2,0,1,4
3205,1,7,error,0,0,4,1
3205,1,6,error,1,0,4,2
3205,1,9,error,0,0,3,1
3205,1,8,error,0,0,2,1
3205,3,1,error,0,0,1,1
3205,3,3,error,1,0,9,3
3205,3,2,error,0,0,3,1
3205,3,5,error,0,0,4,1
3205,3,4,error,0,0,2,1
3205,3,7,error,0,0,0,1
3205,3,6,error,1,0,6,2
3205,2,1,error,0,0,1,1
3205,2,3,error,1,0,3,2
3205,2,2,error,0,0,2,1
3205,2,5,error,0,0,5,1
3205,2,4,error,0,0,4,1
3205,2,7,error,1,0,10,2
3205,2,6,error,0,0,4,1
3204,1,1,error,0,0,0,3
3204,1,3,error,0,0,0,3
3204,1,2,error,0,0,0,5
3204,1,5,error,1,0,7,4
3204,1,4,error,1,0,3,4
3204,1,7,error,10,0,34,11
3204,1,6,error,1,0,9,4
3204,1,9,error,1,0,3,2
3204,1,8,error,3,0,12,4
3204,2,1,error,0,0,1,1
3204,2,2,error,3,0,6,4
3203,1,1,error,0,0,0,2
3203,1,3,error,0,0,0,2
3203,1,2,error,0,0,0,2
3203,1,5,error,5,0,4,6
3203,1,4,error,0,0,2,2
3203,1,7,error,0,0,3,1
3203,1,6,error,2,0,2,3
3203,1,9,error,3,0,4,4
3203,1,8,error,3,0,5,4
3203,3,1,error,0,0,1,1
3203,3,3,error,0,0,1,1
3203,3,2,error,3,0,8,5
3203,2,1,error,0,0,5,5
3203,2,3,error,8,0,13,11
3203,2,2,error,4,0,13,9
3203,2,5,error,5,0,14,7
3203,2,4,error,3,0,13,6
3203,2,7,error,0,0,6,1
3203,2,6,error,6,0,16,7
3202,1,1,error,0,0,0,5
3202,1,3,error,1,0,0,6
3202,1,2,error,0,0,0,5
3202,1,5,error,7,0,16,12
3202,1,4,error,0,0,5,5
3202,1,7,error,3,0,12,6
3202,1,6,error,6,0,13,10
3202,1,9,error,0,0,3,1
3202,1,8,error,8,0,12,9
3202,2,1,error,0,0,1,1
3202,2,2,error,4,0,11,8
3201,1,1,error,0,0,0,4
3201,1,3,error,2,0,0,7
3201,1,2,error,0,0,0,4
3201,1,5,error,1,0,8,5
3201,1,4,error,0,0,4,4
3201,1,7,error,4,0,19,6
3201,1,6,error,8,0,14,11
3201,1,8,error,5,0,13,5
3118,1,1,error,0,0,0,8
3118,1,3,error,1,0,0,8
3118,1,2,error,0,0,0,6
3118,1,5,error,23,0,16,25
3118,1,4,error,0,0,6,6
3118,1,7,error,4,0,4,5
3118,1,6,error,3,0,7,5
3118,1,8,error,7,0,3,7
3117,1,1,error,0,0,0,1
3117,1,3,error,0,0,0,1
3117,1,2,error,0,0,0,1
3117,1,5,error,2,0,3,3
3117,1,4,error,0,0,1,1
3117,1,7,error,2,0,9,3
3117,1,6,error,0,0,3,1
3117,1,9,error,0,0,3,1
3117,1,8,error,2,0,5,3
3117,3,1,error,0,0,1,1
3117,3,3,error,0,0,0,1
3117,3,2,error,1,0,8,3
3117,2,1,error,0,0,3,3
3117,2,3,error,2,0,8,4
3117,2,2,error,5,0,12,9
3117,2,5,error,4,0,2,5
3117,2,4,error,4,0,7,6
3117,2,7,error,0,0,4,1
3117,2,6,error,3,0,9,4
3013,1,1,error,0,0,0,1
3013,1,3,error,0,0,0,1
3013,1,2,error,0,0,0,1
3013,1,5,error,0,0,2,1
3013,1,4,error,0,0,1,1
3013,1,7,error,0,0,3,1
3013,1,6,error,0,0,3,1
3013,1,9,error,0,0,3,3
3013,1,8,error,0,1,4,1
3013,3,1,error,0,0,1,1
3013,3,3,error,0,1,3,2
3013,3,2,error,0,0,3,1
3013,3,5,error,0,1,5,3
3013,3,4,error,0,0,3,1
3013,3,7,error,0,0,5,1
3013,3,6,error,0,1,6,1
3013,3,8,error,0,1,8,2
3013,2,1,error,0,0,1,1
3013,2,3,error,0,0,2,1
3013,2,2,error,0,0,2,1
3013,2,5,error,1,0,4,2
3013,2,4,error,0,1,8,3
3013,2,7,error,0,1,6,1
3013,2,6,error,1,1,8,5
3013,4,1,error,0,0,1,1
3013,4,3,error,0,1,4,1
3013,4,2,error,0,0,5,2
3013,4,5,error,0,1,7,1
3013,4,4,error,0,0,6,3
3013,4,6,error,2,0,8,3
3115,1,1,error,0,0,0,1
3115,1,3,error,0,0,0,1
3115,1,2,error,0,0,0,2
3115,1,5,error,1,0,3,2
3115,1,4,error,0,0,1,1
3115,1,7,error,1,0,5,2
3115,1,6,error,2,0,2,3
3115,1,9,error,1,0,5,2
3115,1,8,error,0,0,2,1
3115,3,1,error,0,0,1,1
3115,3,3,error,5,0,12,6
3115,3,2,error,1,0,5,2
3115,3,5,error,0,0,5,1
3115,3,4,error,1,0,4,2
3115,3,7,error,0,0,2,1
3115,3,6,error,3,0,8,4
3115,2,1,error,0,0,1,1
3115,2,3,error,0,0,3,1
3115,2,2,error,1,0,4,2
3115,2,5,error,1,0,4,2
3115,2,4,error,3,0,5,4
3115,2,7,error,0,0,6,1
3115,2,6,error,1,0,6,2
3011,1,1,error,0,0,0,1
3011,1,3,error,0,0,0,1
3011,1,2,error,0,0,0,1
3011,1,5,error,3,0,4,3
3011,1,4,error,0,0,2,1
3011,1,7,error,0,0,3,1
3011,1,6,error,8,0,8,8
3011,1,9,error,1,0,6,2
3011,1,8,error,2,0,8,3
3011,2,1,error,0,0,1,1
3011,2,3,error,1,0,6,2
3011,2,2,error,9,0,5,10
3011,2,4,error,3,0,0,3
3016,1,1,error,0,0,0,1
3016,1,3,error,0,0,0,1
3016,1,2,error,0,0,0,1
3016,1,5,error,1,0,2,2
3016,1,4,error,0,0,1,1
3016,1,7,error,0,0,4,1
3016,1,6,error,1,0,3,2
3016,1,9,error,0,0,8,1
3016,1,8,error,1,1,4,2
3016,3,1,error,0,0,1,1
3016,3,3,error,0,1,5,1
3016,3,2,error,1,0,3,2
3016,3,5,error,6,0,4,8
3016,3,4,error,2,0,12,3
3016,2,1,error,0,0,1,1
3016,2,3,error,0,0,4,1
3016,2,2,error,4,0,11,7
3016,2,5,error,2,0,11,3
3016,2,4,error,1,1,9,2
3016,2,7,error,0,1,9,1
3016,2,6,error,3,1,22,5
3017,1,1,error,0,0,0,1
3017,1,3,error,0,0,0,1
3017,1,2,error,0,0,0,1
3017,1,5,error,1,0,2,2
3017,1,4,error,0,0,1,1
3017,1,7,error,7,0,26,8
3017,1,6,error,0,0,3,1
3017,1,9,error,2,0,9,3
3017,1,8,error,0,0,4,1
3014,1,1,error,0,0,0,1
3014,1,3,error,1,0,0,2
3014,1,2,error,0,0,0,1
3014,1,5,error,0,0,2,1
3014,1,4,error,0,0,1,1
3014,1,7,error,0,0,4,1
3014,1,6,error,0,0,3,1
3014,1,9,error,1,0,6,2
3014,1,8,error,3,1,16,4
3014,3,1,error,0,0,1,1
3014,3,3,error,0,1,5,1
3014,3,2,error,0,0,3,1
3014,3,5,error,1,1,10,2
3014,3,4,error,0,0,5,1
3014,3,7,error,1,0,11,2
3014,3,6,error,0,1,5,1
3014,3,8,error,0,1,9,1
3014,2,1,error,0,0,1,1
3014,2,3,error,0,0,4,1
3014,2,2,error,0,0,2,1
3014,2,5,error,2,0,9,3
3014,2,4,error,0,1,7,1
3014,2,7,error,0,1,8,1
3014,2,6,error,0,1,4,1
3014,4,1,error,0,0,1,1
3110,1,1,error,0,0,0,1
3110,1,3,error,0,0,0,1
3110,1,2,error,0,0,0,1
3110,1,5,error,2,0,6,3
3110,1,4,error,0,0,2,1
3110,1,7,error,2,0,9,3
3110,1,6,error,0,0,5,1
3110,1,9,error,2,0,9,4
3110,1,8,error,0,1,8,1
3110,3,1,error,0,0,3,2
3110,3,3,error,10,0,24,12
3110,3,2,error,4,0,15,4
3110,3,5,error,2,0,1,3
3110,3,4,error,0,0,2,1
3110,2,1,error,0,0,2,1
3110,2,3,error,1,0,8,4
3110,2,2,error,5,0,9,7
3110,2,5,error,1,0,10,3
3110,2,4,error,0,1,7,1
3110,2,7,error,1,0,16,3
3110,2,6,error,6,0,15,6
3209,1,1,error,0,0,0,5
3209,1,3,error,1,0,0,6
3209,1,2,error,0,0,0,5
3209,1,5,error,16,0,14,18
3209,1,4,error,0,0,5,5
3209,1,6,error,4,0,5,4
3116,1,1,error,0,0,0,1
3116,1,3,error,0,0,0,1
3116,1,2,error,0,0,0,2
3116,1,5,error,1,0,2,2
3116,1,4,error,0,0,1,1
3116,1,7,error,0,0,3,1
3116,1,6,error,1,0,2,2
3116,1,9,error,0,0,3,1
3116,1,8,error,1,0,4,2
3116,3,1,error,0,0,1,1
3116,3,3,error,0,0,3,1
3116,3,2,error,1,0,4,2
3116,3,5,error,0,0,4,1
3116,3,4,error,0,0,2,1
3116,3,7,error,4,0,12,5
3116,3,6,error,0,0,5,1
3116,3,8,error,3,0,40,7
3116,2,1,error,0,0,1,1
3116,2,3,error,0,0,3,1
3116,2,2,error,1,0,5,3
3116,2,5,error,2,0,15,4
3116,2,4,error,1,0,6,2
3116,2,7,error,3,0,13,5
3116,2,6,error,0,0,4,1
3220,1,1,error,0,0,0,6
3220,1,3,error,2,0,0,8
3220,1,2,error,0,0,0,6
3220,1,5,error,8,0,17,14
3220,1,4,error,0,0,6,6
3220,1,7,error,15,0,10,16
3220,1,6,error,5,0,13,9
3220,1,9,error,0,0,3,1
3220,1,8,error,1,0,4,2
3220,2,1,error,0,0,3,3
3220,2,3,error,1,0,3,3
3220,2,2,error,5,0,8,8
3220,2,5,error,6,0,3,6
3220,2,4,error,1,0,5,2
